樹種,区分,樹高(m),枝張(m),幹周(cm）,行政区,種別,整理番号,路線名,通称道路名,経度,緯度
アオギリ,高木,6.5,2,78,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745072,35.623868
アオギリ,高木,7,2,68,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745307,35.623827
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745301,35.623872
アオギリ,高木,7.5,3,78,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745064,35.623938
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745295,35.623904
アオギリ,高木,6,1.5,28,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745294,35.623942
アオギリ,高木,7,2,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745054,35.624012
アオギリ,高木,5.5,1.5,21,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745045,35.624081
アオギリ,高木,6.5,2,23,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745279,35.624058
アオギリ,高木,4.5,1,23,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745039,35.624145
アオギリ,高木,5,1,22,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745263,35.62419
アオギリ,高木,4.5,1,19,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745017,35.624353
アオギリ,高木,7.5,2.5,98,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74525,35.624313
アオギリ,高木,7.5,2.5,86,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745007,35.6244
アオギリ,高木,7,3,65,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744966,35.624738
アオギリ,高木,5.5,1,21,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744956,35.62481
アオギリ,高木,8.5,2,106,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745189,35.624767
アオギリ,高木,5.5,1.5,19,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744947,35.624875
アオギリ,高木,6.5,2.5,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744942,35.624914
アオギリ,高木,5.5,1,20,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745177,35.624858
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745172,35.624875
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745171,35.624888
アオギリ,高木,5.5,1,28,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74517,35.624902
アオギリ,高木,5.5,1.5,60,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745161,35.624976
アオギリ,高木,5.5,1.5,62,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745133,35.625196
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745127,35.625233
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745124,35.625265
アオギリ,高木,4.5,1,17,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744865,35.625511
アオギリ,高木,5,2,68,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744855,35.625581
アオギリ,高木,6,2,71,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744847,35.625654
アオギリ,高木,7,2,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744838,35.625727
アオギリ,高木,5.5,1.5,34,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745066,35.625703
トキワマンサク,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745066,35.625726
アオギリ,高木,5.5,1,34,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745061,35.625743
アオギリ,高木,7,3,76,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744828,35.625805
アオギリ,高木,6.5,2.5,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744819,35.625876
アオギリ,高木,5.5,1,60,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745048,35.62585
アオギリ,高木,6,1,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745034,35.625968
トキワマンサク,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745028,35.626002
アオギリ,高木,6.5,2,56,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744792,35.626079
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745025,35.626025
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745023,35.626048
アオギリ,高木,7.5,2.5,38,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744783,35.626149
アオギリ,高木,5,1,29,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745016,35.626095
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745014,35.626117
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745012,35.626133
アオギリ,高木,6,1.5,38,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745011,35.626148
アオギリ,高木,6.5,2.5,30,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744773,35.62622
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745006,35.626172
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745005,35.626184
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745004,35.626195
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745003,35.626207
アオギリ,高木,4.5,1,40,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745001,35.626217
アオギリ,高木,6.5,2,24,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744765,35.626293
アオギリ,高木,7,3,57,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744754,35.626376
アオギリ,高木,6.5,3,65,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744746,35.626439
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.74975,35.625165
クスノキ,高木,11.5,8,192,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749752,35.625184
アオギリ,高木,5.5,1,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744977,35.626407
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749753,35.625205
ヤマモモ,高木,7.5,4,87,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749755,35.625227
アオギリ,高木,7,3,105,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744735,35.626522
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749756,35.625248
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749759,35.625283
ヤマモモ,高木,5,4,80,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749762,35.625305
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749762,35.625325
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749763,35.62535
アオギリ,高木,5,1,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744954,35.626587
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744949,35.626622
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749769,35.625403
クスノキ,高木,10.5,8,115,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749772,35.625421
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744944,35.626656
クスノキ,高木,10.5,8,113,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75011,35.625349
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749773,35.625447
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750112,35.625368
アオギリ,高木,5,1.5,77,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744939,35.626694
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750111,35.625383
クスノキ,高木,10,7,109,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749776,35.625478
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744937,35.626722
アオギリ,高木,5,1.5,78,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744703,35.626786
クスノキ,高木,8,6,113,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750114,35.62541
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749777,35.625501
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750116,35.625427
シマトネリコ,高木,5.5,3,55,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750157,35.625417
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750118,35.625443
サワラ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750158,35.625434
クスノキ,高木,10,7,105,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749781,35.625531
クスノキ,高木,8,6,108,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750118,35.625462
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749782,35.62555
シマトネリコ,高木,5.5,3,53,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75016,35.625464
アオギリ,高木,4.5,1,27,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74469,35.626859
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75012,35.625476
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749783,35.625565
クスノキ,高木,11.5,8,126,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749785,35.62558
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750121,35.625495
サワラ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750163,35.625488
クスノキ,高木,10,6,87,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750122,35.625515
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749785,35.625603
シマトネリコ,高木,5.5,3,43,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750165,35.62551
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744919,35.626858
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749786,35.625619
ニオイヒバ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750167,35.625533
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750123,35.625545
アオギリ,高木,5.5,1.5,69,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744682,35.626933
クスノキ,高木,10,7,109,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749788,35.625638
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750125,35.625559
アオギリ,高木,5,1,29,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744915,35.62689
シマトネリコ,高木,5.5,3,49,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750169,35.625554
クスノキ,高木,8,6,103,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750127,35.625569
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750128,35.62558
ニオイヒバ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750171,35.625583
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750131,35.625604
クスノキ,高木,10.5,7,105,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749793,35.625691
アオギリ,高木,5,1.5,78,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744673,35.626999
シマトネリコ,高木,5.5,3,44,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750174,35.625602
クスノキ,高木,10,8,101,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750131,35.625614
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749796,35.625712
ネズミサシ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750175,35.625623
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750133,35.625638
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749796,35.625724
シマトネリコ,高木,5.5,3,40,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750175,35.625646
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750134,35.625657
クスノキ,高木,4.5,3,27,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749799,35.625743
クスノキ,高木,10,8,123,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750135,35.625668
アオギリ,高木,5,1.5,67,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744669,35.627067
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749799,35.62576
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75018,35.625669
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749801,35.62578
アオギリ,高木,5,1,73,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744897,35.627031
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750137,35.625697
シマトネリコ,高木,5.5,3,34,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750181,35.625692
クスノキ,高木,8.5,6,101,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749802,35.625797
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750138,35.625712
ネズミサシ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750183,35.625716
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749804,35.625814
クスノキ,高木,9.5,6,125,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750142,35.62573
アオギリ,高木,6,1,38,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744895,35.627083
マサキ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749804,35.625833
シマトネリコ,高木,5.5,3,41,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750185,35.625738
アオギリ,高木,5.5,1.5,86,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744668,35.627156
クスノキ,高木,10.5,6,109,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749807,35.625855
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744893,35.627109
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750186,35.625761
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749808,35.625877
アオギリ,高木,6,2,63,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744894,35.627134
シマトネリコ,高木,5.5,3,42,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750189,35.625786
ヤマモモ,高木,6,3.5,65,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750148,35.625801
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.74981,35.625898
トキワマンサク,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744893,35.627154
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750192,35.625806
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744895,35.62717
アオギリ,高木,6.5,2.5,75,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744673,35.627227
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750149,35.625838
ヤマモモ,高木,5.5,3.5,89,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749813,35.625925
シマトネリコ,高木,5,3,40,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750192,35.62583
アオギリ,高木,5.5,1,29,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744895,35.627189
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750194,35.625853
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744899,35.627211
ヤマモモ,高木,4,4,85,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750153,35.625874
シマトネリコ,高木,4,2,19,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750196,35.625878
アオギリ,高木,5,1.5,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744679,35.627294
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744902,35.627239
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750154,35.625905
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750198,35.625899
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750156,35.625919
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744903,35.627259
シマトネリコ,高木,4,2,26,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750199,35.625921
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750158,35.625932
アオギリ,高木,6,1,71,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744905,35.627282
ヤマモモ,高木,6,5,83,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750158,35.625954
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750203,35.625944
アオギリ,高木,5.5,2,39,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744684,35.627351
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744906,35.627302
トウカエデ,高木,8.5,4,112,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749825,35.626063
アオギリ,高木,4.5,2.5,35,港区,特例都道,480,品川埠頭線,,139.755898,35.624516
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744907,35.627319
シマトネリコ,高木,4.5,2,29,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750204,35.62597
ネズミサシ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750204,35.625982
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749826,35.626083
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755894,35.624546
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744911,35.62736
トウカエデ,高木,6.5,6,71,港区,特例都道,480,品川埠頭線,,139.756079,35.624522
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744915,35.627379
トウカエデ,高木,9,3,110,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.74983,35.62613
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.755895,35.624584
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750168,35.626057
シマトネリコ,高木,4.5,2.5,29,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75021,35.626062
トウカエデ,高木,8.5,2.5,118,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749832,35.62616
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744919,35.627415
トウカエデ,高木,7,6,95,港区,特例都道,480,品川埠頭線,,139.756078,35.624577
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756258,35.624534
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744923,35.627442
ヤマモモ,高木,4.5,2,59,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749835,35.626191
シマトネリコ,高木,4.5,2.5,27,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750215,35.626106
アオギリ,高木,5,1.5,24,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744701,35.627512
トウカエデ,高木,7.5,6.5,93,港区,特例都道,480,品川埠頭線,,139.756076,35.624621
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744926,35.627472
トウカエデ,高木,11.5,6,112,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750174,35.626141
キンモクセイ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750177,35.626152
トウカエデ,高木,8,3,90,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749838,35.626243
シマトネリコ,高木,4.5,2.5,24,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750219,35.626152
アオギリ,高木,5.5,1.5,36,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744705,35.627567
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750178,35.626174
トウカエデ,高木,7.5,6,98,港区,特例都道,480,品川埠頭線,,139.756072,35.624683
トウカエデ,高木,10,3,98,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749841,35.626273
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755886,35.624745
ヤマモモ,高木,4,3,33,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750181,35.626206
シマトネリコ,高木,4.5,2.5,28,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750221,35.626199
トウカエデ,高木,10,3,126,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749845,35.6263
アオギリ,高木,5,2,34,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74471,35.627613
アオギリ,高木,7,4.5,98,港区,特例都道,480,品川埠頭線,,139.755885,35.624769
アオギリ,高木,8,5,86,港区,特例都道,480,品川埠頭線,,139.756256,35.624684
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755886,35.624781
アオギリ,高木,6,1,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744933,35.627577
トウカエデ,高木,7.5,6.5,109,港区,特例都道,480,品川埠頭線,,139.756067,35.62474
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755884,35.624808
トウカエデ,高木,8,3,120,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749848,35.626349
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744938,35.62761
アオギリ,高木,8,4.5,105,港区,特例都道,480,品川埠頭線,,139.755884,35.624832
アオギリ,高木,5,1,22,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744719,35.627681
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749849,35.626376
トウカエデ,高木,8,6,98,港区,特例都道,480,品川埠頭線,,139.75607,35.624791
アオギリ,高木,8,5,89,港区,特例都道,480,品川埠頭線,,139.756254,35.624749
アオギリ,高木,5.5,1,59,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744941,35.627636
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755882,35.624848
トウカエデ,高木,8,3,103,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749852,35.626398
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.75588,35.624876
トウカエデ,高木,7.5,6,110,港区,特例都道,480,品川埠頭線,,139.756063,35.624848
アオギリ,高木,6,2,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744724,35.62774
アオギリ,高木,7.5,4.5,87,港区,特例都道,480,品川埠頭線,,139.755881,35.624913
アオギリ,高木,5,1.5,23,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744722,35.627768
ヤマモモ,高木,4.5,3.5,98,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749858,35.626459
アオギリ,高木,5.5,1,66,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744948,35.627723
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755879,35.624938
トウカエデ,高木,7,6,91,港区,特例都道,480,品川埠頭線,,139.756062,35.624903
ヤマモモ,高木,5,3,69,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750198,35.626421
トウカエデ,高木,6,2,82,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749862,35.626519
アオギリ,高木,7.5,5,108,港区,特例都道,480,品川埠頭線,,139.756247,35.624897
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755877,35.624997
トウカエデ,高木,8,7,99,港区,特例都道,480,品川埠頭線,,139.756058,35.624954
トウカエデ,高木,8,3,103,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749864,35.626548
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750203,35.626465
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756245,35.62493
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749865,35.626558
アオギリ,高木,4.5,1.5,22,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744733,35.62787
アオギリ,高木,8,6,102,港区,特例都道,480,品川埠頭線,,139.755876,35.62503
ヤマモモ,高木,5.5,3,75,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750204,35.626482
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749866,35.626576
トウカエデ,高木,7.5,5,97,港区,特例都道,480,品川埠頭線,,139.756056,35.625008
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.756244,35.624963
ヤマモモ,高木,5,3,78,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749869,35.626591
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750204,35.62651
アオギリ,高木,7.5,5,87,港区,特例都道,480,品川埠頭線,,139.756242,35.624978
